timestamp,linkrate_kbps
0,759.52
1,1253.55
2,1710.10
3,1160.25
4,1214.66
5,1482.45
6,1281.14
7,1101.08
8,1384.22
9,1335.96
10,2171.43
11,1219.30
12,1385.59
13,542.86
14,735.37
15,835.45
16,967.25
17,1048.98
18,807.94
19,561.78
20,815.09
22,1276.08
23,1263.94
24,1143.40
25,1093.32
26,992.51
27,1258.18
28,1180.27
29,1399.43
30,1749.77
31,1383.37
32,1564.98
33,1105.47
34,1454.86
35,1253.08
36,1474.27
37,1427.29
38,1465.03
39,1509.14
40,1195.24
41,1355.70
42,1303.99
43,1606.86
44,1297.63
45,1509.14
46,1405.85
47,949.08
48,1346.29
49,1222.01
50,1249.07
51,1509.14
52,1152.51
53,1418.07
54,1182.95
55,1454.86
56,1351.65
57,1101.06
58,1449.11
59,1305.60
60,1373.45
61,1526.06
62,1335.96
63,1421.30
64,1395.61
65,1476.57
66,1279.87
67,1218.26
68,1604.22
69,1384.09
70,1454.86
71,1367.08
72,1639.43
73,1261.84
74,1510.64
75,1138.17
76,1561.88
77,1625.78
78,1247.17
79,1416.66
80,1280.57
81,1485.95
82,1057.44
84,1444.00
85,1626.96
86,1162.76
87,1311.97
88,839.92
89,1324.57
90,1558.76
91,466.94
92,686.68
93,618.86
94,578.72
97,48.44
98,1395.86
99,1209.94
100,1580.44
101,1062.50
102,954.48
103,149.82
104,270.09
106,669.43
107,1106.33
108,1082.49
109,925.73
110,1091.22
111,511.69
112,552.07
113,396.82
114,109.44
115,307.53
116,176.47
117,998.86
118,1513.99
119,1187.94
120,789.44
121,912.00
122,739.60
123,667.46
124,1083.67
125,1265.26
126,1175.91
127,1116.52
128,784.74
129,323.73
130,458.69
131,781.71
132,738.29
133,850.23
134,640.57
135,362.79
136,439.91
137,577.15
138,816.24
139,439.91
140,369.14
141,458.69
143,1077.17
144,1176.07
145,1221.72
146,1158.27
147,1563.43
148,1276.06
149,1297.71
150,499.49
151,1563.43
152,1665.39
153,1513.65
154,1852.23
155,2043.89
156,1786.85
157,1899.11
158,1505.10
159,1518.80
160,1073.83
161,1622.13
162,1552.38
163,1809.47
164,1501.30
165,1549.40
167,1362.33
168,1361.30
169,1063.25
170,923.70
171,807.08
172,984.09
173,945.11
174,451.12
175,579.96
176,855.00
177,1604.59
178,1487.43
179,1169.51
180,1419.75
181,1510.64
182,845.27
183,1232.82
184,1648.06
185,625.85
186,944.57
187,890.54
188,940.24
189,1228.81
190,1924.93
191,1850.22
192,2070.89
193,2164.99
194,1841.29
195,1994.08
196,2416.21
197,1736.48
198,1803.96
199,2251.94
200,2321.03
201,2095.43
202,1770.39
203,1444.00
204,1415.94
205,1687.02
206,1491.94
207,1513.99
208,1437.65
209,1600.51
210,830.38
211,969.83
212,1483.93
213,1133.65
214,579.39
215,522.70
216,1364.00
217,770.93
218,757.00
219,651.43
220,1373.41
221,1068.51
222,1243.64
223,1666.36
224,2347.47
225,1577.23
226,1635.06
227,1719.94
229,1844.49
230,1901.89
231,1340.59
232,1596.00
233,1754.66
234,1934.49
235,1431.97
